"Eating disorders (%)","Anxiety disorders (%)","Drug use disorders (%)","Depression (%)"
"0.101854863459","4.828829705","1.67708194479","4.07183117706"
"0.0993127900961","4.82974037241","1.68474573106","4.0795309354"
"0.0966915892928","4.83110836569","1.69433394457","4.08835824297"
"0.0943356623795","4.83086358539","1.70532046528","4.09618989712"
"0.0924393209042","4.82942317312","1.71606858137","4.09958157816"
"0.090980372886","4.82833727334","1.72811181185","4.10420732528"
"0.0897089376174","4.82808312026","1.73764316554","4.10750045554"
"0.0883722221094","4.82772571638","1.74689089867","4.11083367722"
"0.0873300106476","4.8269712485","1.75696284329","4.11443779101"
"0.0862667995035","4.8264128001","1.77079062084","4.11763349824"
"0.0860206198207","4.82704657505","1.78839522078","4.11861034359"
"0.086517457129","4.83140882927","1.83912300334","4.1213810747"
"0.0870227203973","4.83831781133","1.93432643493","4.12492821619"
"0.0871889109837","4.84553823082","2.05110646781","4.12523049204"
"0.0881575409506","4.8515123905","2.16304412569","4.12638387348"
"0.088933235928","4.85468446119","2.24744276412","4.12690776347"
"0.0900543399397","4.85668463045","2.32102039222","4.12863837197"
"0.0916877012669","4.85886069467","2.40556439742","4.12972758067"
"0.093588805925","4.8604370363","2.48386221219","4.12965570782"
"0.0951661615564","4.86153329483","2.5438839135","4.12997189216"
"0.0973271994381","4.8627769096","2.57134858089","4.13087388504"
"0.0986381146875","4.8647734172","2.57316993833","4.13086219161"
"0.0998907504452","4.86728257795","2.57618883804","4.13248478823"
"0.101290989889","4.86970128087","2.57239567643","4.13466069347"
"0.103136578742","4.87225638893","2.56288505792","4.13352565882"
"0.104445057278","4.87520080402","2.54314419176","4.13541925043"
"0.105807560202","4.87887504114","2.51355340535","4.13569434555"
"0.107142265558","4.88248127473","2.47393386897","4.13634710028"
"0.130782128456","3.32758663553","0.497616062092","2.13990307021"
"0.129101965434","3.33034803136","0.495686879863","2.1412012317"
"0.127063201859","3.33343788662","0.495337256813","2.14339534113"
"0.126019164587","3.33668835219","0.494085146433","2.14526286182"
"0.12540190512","3.34008885411","0.492630491313","2.15006991895"
"0.125319804993","3.34358795943","0.492058406104","2.15441292449"
"0.126147689868","3.34690741333","0.491589461911","2.16131958778"
"0.127300873263","3.3501609652","0.491548047113","2.17021814093"
"0.128838546057","3.35324219304","0.49229020749","2.1795296353"
"0.130729176166","3.35637998739","0.492855221767","2.18880223436"
"0.132704172362","3.3602668242","0.492400516215","2.19528461324"
"0.134932482055","3.36482370639","0.492592204821","2.20197881604"
"0.137540968388","3.3707799591","0.493751190435","2.20892125322"
"0.140334793048","3.3769520857","0.494038573179","2.21628328617"
"0.14304703461","3.38219923062","0.495811804531","2.22211597807"
"0.145737500422","3.38541647196","0.497502769223","2.22340705325"
"0.148560528486","3.3872104899","0.497996869039","2.22241683649"
"0.151699714173","3.38891366074","0.497441874394","2.2172033685"
"0.154944758228","3.39016813364","0.497332176001","2.21064229839"
"0.157738094255","3.39101769294","0.498324134476","2.20603269216"
"0.16033692756","3.39124641395","0.500269643715","2.20334230288"
"0.162419643346","3.39118107539","0.502702838032","2.202290732"
"0.165446092579","3.39080671792","0.505621101364","2.20219180717"
"0.167105078831","3.39019545939","0.508049102479","2.20309814698"
"0.169409510347","3.38931928542","0.510088632919","2.20368376633"
"0.171094896746","3.38821238498","0.513158142148","2.2044542039"
"0.172626586124","3.38689141839","0.515035542843","2.20650676665"
"0.174046095006","3.38524453734","0.517613960393","2.20841419824"
"0.189024077474","4.97655257867","1.30083230552","3.73259668773"
"0.186989570782","4.97725978914","1.31951075979","3.71797912104"
"0.185063764271","4.9780744258","1.33833253916","3.70670565584"
"0.183793362981","4.97889443732","1.3587132787","3.69465171374"
"0.182518472182","4.97973094535","1.37733731214","3.68527818842"
"0.182169287968","4.98072868576","1.39787293668","3.6792529125"
"0.182297911047","4.98078124673","1.42128094982","3.67447130905"
"0.182681095862","4.97961185748","1.44651385833","3.66957016901"
"0.183206529055","4.97809384632","1.47233246645","3.66601097587"
"0.183524151672","4.97724239342","1.49405694968","3.66170030386"
"0.184042125743","4.97801635322","1.50893863229","3.65960308541"
"0.185197817638","4.98281185826","1.51806275724","3.65808771754"
"0.187401093857","4.99130111447","1.5269952469","3.65901814531"
"0.189418908618","5.00181600938","1.5353625616","3.65922914486"
"0.191831098172","5.01185536929","1.54339989925","3.65914223809"
"0.194148814317","5.01928233254","1.5526269249","3.65765859103"
"0.196273134432","5.02417913703","1.56955783154","3.65092596318"
"0.198160791055","5.02881412663","1.59637763311","3.63968321393"
"0.200466794787","5.03320563648","1.62647902267","3.62568648047"
"0.202695481236","5.03706748151","1.65447815726","3.61678290834"
"0.204405621958","5.04047924972","1.67057888844","3.61314804814"
"0.206218008441","5.04382844129","1.67909985777","3.61517284847"
"0.207498415502","5.04726920178","1.68776250825","3.61660462437"
"0.208892032258","5.05101913366","1.69661309619","3.62246722774"
"0.209959719275","5.05467390814","1.70374184975","3.62948972318"
"0.211434171323","5.05839777313","1.70981386067","3.63696184324"
"0.212734959751","5.06223321319","1.71402504648","3.64781677971"
"0.213612216088","5.06587568443","1.71721825543","3.66109449605"
"0.187676711771","3.25595530437","0.745011301699","2.94422967514"
"0.186826192759","3.25939429214","0.745996161181","2.94283153606"
"0.185572209355","3.26303119104","0.746651576556","2.94126114389"
"0.184368567276","3.26667298367","0.748471370111","2.94212537135"
"0.183730306399","3.27021086985","0.750073523439","2.94203128"
"0.182863963781","3.27322334252","0.751616824128","2.94275249099"
"0.182301902524","3.27643131927","0.75322338745","2.94397821792"
"0.181643862334","3.27960837909","0.754574319472","2.94511714053"
"0.180674913334","3.28258031873","0.757431579102","2.94490172247"
"0.180647752783","3.28527193101","0.758849891002","2.94683762245"
"0.18034997604","3.28735368955","0.759902385172","2.94539544961"
"0.179830398621","3.28924640948","0.760380233592","2.9457426346"
